iter	F1	Logloss	Precision:use_weights=true	Precision:use_weights=false	Recall:use_weights=true	Recall:use_weights=false
128	0.8085737392	0.4855629992	0.6843395513	0.178316172	0.9879194631	0.9879194631
129	0.8089963266	0.4850541927	0.6849451819	0.1787275376	0.9879194631	0.9879194631
130	0.8089963266	0.4850541923	0.6849451819	0.1787275376	0.9879194631	0.9879194631
131	0.8092033118	0.484598108	0.6855652475	0.1791499208	0.9872483221	0.9872483221
132	0.8100731498	0.4837449502	0.6868148588	0.1800048948	0.9872483221	0.9872483221
133	0.8102964865	0.4834836287	0.687136006	0.1802254349	0.9872483221	0.9872483221
134	0.8113844332	0.4827224321	0.688375955	0.1810800837	0.9879194631	0.9879194631
135	0.8123256786	0.481960065	0.6897320249	0.1820205268	0.9879194631	0.9879194631
136	0.8128777548	0.4816271875	0.6902009166	0.1823471156	0.988590604	0.988590604
137	0.8127163929	0.4808220321	0.6906236307	0.1826421654	0.9872483221	0.9872483221
138	0.8137191341	0.4801604232	0.6917436357	0.1834267913	0.9879194631	0.9879194631
139	0.8136966211	0.4798449884	0.6917110973	0.1834039372	0.9879194631	0.9879194631
140	0.8144749688	0.479247987	0.6925070789	0.1839640315	0.988590604	0.988590604
141	0.8151291589	0.4784679127	0.6934534715	0.18463274	0.988590604	0.988590604
142	0.8151517359	0.4783804992	0.6934861518	0.1846558857	0.988590604	0.988590604
143	0.8151291589	0.4780978896	0.6934534715	0.18463274	0.988590604	0.988590604
144	0.8158522444	0.4771349195	0.6945007732	0.18537629	0.988590604	0.988590604
145	0.8174012407	0.4765740243	0.6957520368	0.1862695608	0.9906040268	0.9906040268
146	0.8175723722	0.4759022091	0.6963317336	0.1866852297	0.9899328859	0.9899328859
147	0.8177765535	0.4754125712	0.6966280135	0.1868981247	0.9899328859	0.9899328859
148	0.8184710475	0.4745672518	0.6979702529	0.1878664288	0.989261745	0.989261745
149	0.8197783793	0.4734923402	0.6995383125	0.1890056381	0.9899328859	0.9899328859
150	0.8197012021	0.4723982092	0.699761344	0.1891683778	0.989261745	0.989261745
151	0.8197012021	0.4723467257	0.699761344	0.1891683778	0.989261745	0.989261745
152	0.8202948186	0.4718133946	0.7006270037	0.1898016997	0.989261745	0.989261745
153	0.8213700792	0.4710008647	0.7021972975	0.1909573779	0.989261745	0.989261745
154	0.8218129461	0.4701383479	0.7025065208	0.1911860013	0.9899328859	0.9899328859
155	0.8219275473	0.4699468258	0.7026740215	0.191309987	0.9899328859	0.9899328859
156	0.8221267355	0.4693149181	0.703304057	0.1917772574	0.989261745	0.989261745
157	0.8221726382	0.4693129667	0.7033712454	0.1918271733	0.989261745	0.989261745
158	0.8222114227	0.4688786176	0.7037677499	0.1921220816	0.988590604	0.988590604
159	0.8232528307	0.4680033724	0.7049538784	0.1930077255	0.989261745	0.989261745
160	0.8239668529	0.467282292	0.7060016465	0.1937943729	0.989261745	0.989261745
161	0.8241685553	0.4668423299	0.7066403721	0.1942759166	0.988590604	0.988590604
162	0.8251442334	0.4659162613	0.7077321874	0.1951025811	0.989261745	0.989261745
163	0.8252084611	0.4654560991	0.7081706865	0.1954358498	0.988590604	0.988590604
164	0.8252084611	0.4654560934	0.7081706865	0.1954358498	0.988590604	0.988590604
165	0.8263481692	0.4645482053	0.7095054173	0.1964547514	0.989261745	0.989261745
166	0.8273733206	0.4638025223	0.7106719511	0.1973508162	0.9899328859	0.9899328859
167	0.8288859137	0.4627229312	0.7129068497	0.1990821973	0.9899328859	0.9899328859
168	0.829305764	0.4620417872	0.7135282321	0.199567041	0.9899328859	0.9899328859
169	0.8299616599	0.461425863	0.7141506518	0.2000542152	0.9906040268	0.9906040268
170	0.8302420497	0.4606775122	0.7145659514	0.2003801249	0.9906040268	0.9906040268
171	0.8303355551	0.460447939	0.714704492	0.2004889976	0.9906040268	0.9906040268
172	0.8307331879	0.4600468256	0.7152938893	0.2009530293	0.9906040268	0.9906040268
173	0.8309204411	0.459524519	0.7155715892	0.2011721412	0.9906040268	0.9906040268
174	0.8310609364	0.4592257335	0.7157800057	0.201336789	0.9906040268	0.9906040268
175	0.8307551763	0.4590393554	0.7156768655	0.2012552872	0.9899328859	0.9899328859
176	0.8307317585	0.4590148527	0.7156421075	0.2012278308	0.9899328859	0.9899328859
177	0.8312003658	0.458802851	0.7163379105	0.2017783858	0.9899328859	0.9899328859
178	0.8313400312	0.4584300958	0.7168974446	0.2022225271	0.989261745	0.989261745
179	0.8320446491	0.4577710572	0.717946038	0.2030582725	0.989261745	0.989261745
