iter	Logloss	Accuracy
80	0.2238861074	0.9099792354
81	0.2236576763	0.9101624527
82	0.2231156507	0.9104067424
83	0.2226863433	0.9104678148
84	0.2220257941	0.9105899597
85	0.2215665202	0.9107121046
86	0.2207400775	0.9106510321
87	0.2203159796	0.9107121046
88	0.2198220094	0.9108342494
89	0.2187904088	0.9110174667
90	0.2184562139	0.9111396116
91	0.217818016	0.9111396116
92	0.2174166853	0.9111396116
93	0.2168412968	0.9111396116
94	0.2161330789	0.9112617564
95	0.2155737887	0.9113839013
96	0.215404679	0.9115671186
97	0.2149498614	0.911628191
98	0.2141784512	0.911628191
99	0.2139939815	0.9117503359
100	0.2135009664	0.9118724808
101	0.2129797738	0.9119946256
102	0.2125393659	0.9121778429
103	0.2117834922	0.9122389154
104	0.2112124782	0.9124832051
105	0.2110120161	0.9124832051
106	0.2099727857	0.9125442775
107	0.2093313024	0.9126664224
108	0.209011252	0.9129107121
109	0.2086361695	0.9129717845
110	0.2078725905	0.9132160743
111	0.2073020558	0.9135825089
112	0.2066235645	0.9137046537
113	0.205904331	0.9137657262
114	0.2051444828	0.9137657262
115	0.204688206	0.913887871
116	0.2037024274	0.9142543056
117	0.2034383213	0.9142543056
118	0.2028323913	0.9144985953
119	0.2021154993	0.9144985953
120	0.2017647612	0.9145596678
121	0.2014502413	0.9148039575
122	0.2007212952	0.9148650299
123	0.1999454509	0.9149261024
124	0.1996419187	0.9150482472
125	0.1989288346	0.9151703921
126	0.1984071933	0.9151703921
127	0.197847781	0.9152314645
128	0.1975026133	0.9154757542
129	0.1970466885	0.9158421888
130	0.196545101	0.9159643337
131	0.1960941294	0.9160254061
132	0.195621535	0.9159643337
133	0.1950347972	0.916147551
134	0.194307374	0.9163918407
135	0.1937259408	0.9167582753
136	0.1933768966	0.9170636375
137	0.1928781095	0.9177965067
138	0.1924721352	0.917979724
139	0.1916622191	0.9183461585
140	0.1913527934	0.9184683034
141	0.1908482963	0.9187125931
142	0.1903255804	0.9188958104
143	0.1898686295	0.9191401002
144	0.1894035981	0.919262245
145	0.1888236972	0.9194454623
146	0.1884249264	0.9194454623
147	0.1878136272	0.9195676072
148	0.1870748974	0.9201783315
149	0.1865144763	0.9203004764
150	0.1863594452	0.9204836937
151	0.1857676415	0.9204836937
152	0.1854602792	0.920666911
153	0.1850805465	0.920666911
154	0.1844287287	0.9205447661
155	0.1837543835	0.9205447661
156	0.1831299671	0.9208501283
157	0.18245718	0.9208501283
158	0.1820833277	0.921094418
159	0.1817692006	0.9212776353
160	0.1813278828	0.9213997801
161	0.1806496673	0.9216440699
162	0.1802013049	0.9216440699
163	0.1798720204	0.921949432
164	0.1794348097	0.9220715769
165	0.1790469116	0.9222547942
166	0.1785687103	0.9218883596
167	0.177294637	0.922376939
168	0.1768995218	0.9224990839
169	0.176616834	0.9228044461
170	0.1760023947	0.9228044461
171	0.1753136701	0.9231098082
172	0.1749981465	0.9231708807
173	0.1747580471	0.9234762428
174	0.1743238104	0.9235983877
175	0.1738747083	0.9238426774
176	0.1734976527	0.9238426774
177	0.1731474482	0.9240258947
178	0.1727601255	0.9241480396
179	0.1722704825	0.9241480396
180	0.1719646747	0.9243312569
181	0.1715773236	0.9245144742
182	0.1710488447	0.9246976915
183	0.1706591123	0.9247587639
184	0.1702831475	0.9250030536
185	0.1698590673	0.9250641261
186	0.1694535199	0.9253084158
187	0.16911392	0.9251862709
188	0.1675711113	0.9255527055
189	0.1671749884	0.9259191401
190	0.1666772034	0.9259802125
191	0.1662553157	0.9261023574
192	0.1657874347	0.9263466471
193	0.1652557103	0.926468792
194	0.164821527	0.9265298644
195	0.1646317809	0.9267741541
196	0.1642318359	0.9271405887
197	0.1636593364	0.9272627336
198	0.1635524268	0.927323806
199	0.1631888617	0.9274459509
200	0.1628316033	0.9275680958
201	0.1622926917	0.9279345304
202	0.1618260147	0.9280566752
203	0.16141563	0.9282398925
204	0.1611226936	0.9281788201
205	0.1605857377	0.9283009649
206	0.16018241	0.9284231098
207	0.1598254701	0.9288506168
208	0.1597315878	0.9290338341
209	0.1591665107	0.9292781239
210	0.1587255987	0.9290949066
211	0.1580411278	0.9294613412
212	0.1576502969	0.9297667033
213	0.1569334438	0.9298277757
214	0.156227606	0.9301331379
215	0.1557683767	0.9304995725
216	0.155247781	0.9308660071
217	0.1548860407	0.9312324417
218	0.1547208521	0.9313545865
219	0.1532517903	0.9317820936
220	0.1529239747	0.9320874557
221	0.1525820177	0.9325149627
222	0.1523827148	0.9325760352
223	0.1520922915	0.9328203249
224	0.1513307025	0.9334310492
225	0.1510049246	0.9335531941
226	0.1507939236	0.9335531941
227	0.1504239315	0.9336142665
228	0.1501682128	0.9337364114
229	0.1499006484	0.9338585562
230	0.1496635819	0.9339807011
231	0.1493651043	0.9342860633
232	0.1490997734	0.9342860633
233	0.1485776253	0.934530353
234	0.1482763198	0.9348967876
235	0.1477878711	0.9348357152
236	0.1473039983	0.9352021497
237	0.1470277838	0.9354464395
238	0.1466440464	0.9359350189
239	0.1461687403	0.9358128741
240	0.1456086783	0.9358128741
241	0.1450297895	0.9364846708
242	0.1446638723	0.936790033
243	0.14437425	0.936790033
244	0.144283841	0.9368511054
245	0.1437750696	0.9371564676
246	0.1437023263	0.9373396849
247	0.1431123686	0.937645047
248	0.1426748402	0.938072554
249	0.1424649559	0.938072554
250	0.1419917775	0.9387443508
251	0.1413955498	0.9389275681
252	0.1409504289	0.9392940027
253	0.1406030604	0.939904727
254	0.140158862	0.9400268719
255	0.1400494899	0.9401490167
256	0.1397312165	0.9403933065
257	0.139430573	0.940332234
258	0.1391192115	0.9405765238
259	0.1388865416	0.9408208135
260	0.1383621512	0.9408818859
261	0.138004362	0.9411261756
262	0.1374387147	0.9414926102
263	0.1370631219	0.9413704654
264	0.1365244229	0.9419811897
265	0.1361223246	0.9421033346
266	0.1357349864	0.9425308416
267	0.135379841	0.9428362037
268	0.1349786061	0.9428972762
269	0.1346369204	0.9430804935
270	0.1344663354	0.9431415659
271	0.1340476328	0.9433858556
272	0.1337835432	0.9433247832
273	0.1331173977	0.9441187248
274	0.1326342363	0.944424087
275	0.1322085395	0.9447294491
276	0.1318881371	0.945279101
277	0.1314397779	0.9451569561
278	0.1311517228	0.9453401734
279	0.130753263	0.9456455356
280	0.1305685426	0.9461951875
281	0.1303915336	0.9461341151
282	0.1299593303	0.9466837669
283	0.1291150344	0.9471723464
284	0.1288153937	0.9474777086
285	0.1286614296	0.9477830707
286	0.1283888319	0.9479052156
287	0.1280434057	0.9483327226
288	0.1276548502	0.9484548675
289	0.1272630665	0.9486991572
290	0.1267230954	0.9488823745
291	0.1265558798	0.9489434469
292	0.1263092103	0.9489434469
293	0.1261663571	0.9490655918
294	0.1257342845	0.9491877367
295	0.1249037599	0.9497373885
296	0.1247367716	0.9499206058
297	0.1243255496	0.9503481129
298	0.1240473571	0.9505313302
299	0.1236626366	0.9503481129
300	0.1232751456	0.9508977647
301	0.1229078152	0.9512031269
302	0.1227580538	0.9515695615
303	0.1223886804	0.9518138512
304	0.1223052345	0.9518138512
305	0.1221582989	0.9519970685
306	0.1217315509	0.9524245755
307	0.1212624146	0.9525467204
308	0.1209563152	0.9527910101
309	0.1205687446	0.9529742274
310	0.1204146668	0.9532185172
311	0.1201114379	0.9534017345
312	0.1198871166	0.9537070966
313	0.1195499992	0.9538903139
314	0.1191644112	0.9538292415
315	0.1188860776	0.9540735312
316	0.1186026787	0.9541956761
317	0.1183391287	0.9541346036
318	0.118204219	0.9543178209
319	0.1177921097	0.9545010382
320	0.1176860635	0.9543788934
321	0.117326461	0.9545010382
322	0.1170880048	0.9545621107
323	0.1166140373	0.9549285453
324	0.1165721423	0.9549896177
325	0.1164065591	0.9551117626
326	0.1161576329	0.9557224869
327	0.1156830095	0.9559057042
328	0.1154363408	0.9562110663
329	0.1152156301	0.9560889215
330	0.1148290764	0.9562110663
331	0.1144259796	0.9563942836
332	0.1141122614	0.9568217906
333	0.1138644327	0.9570050079
334	0.1136731668	0.9570660804
335	0.1132794667	0.957432515
336	0.1129627171	0.9573714425
337	0.1126630862	0.9573714425
338	0.1121319936	0.9581653841
339	0.1119431421	0.9584707463
340	0.1117068986	0.958715036
341	0.1113712986	0.958715036
342	0.1109940567	0.9588371809
343	0.1106332692	0.9590203982
344	0.1103120175	0.9595089776
345	0.109877175	0.9595700501
346	0.1096539026	0.9596921949
347	0.1096239249	0.9596311225
348	0.109336442	0.9598143398
349	0.1091753138	0.9599364847
350	0.1088340152	0.9600586295
351	0.1084104024	0.9604861366
352	0.1080447169	0.9610357884
353	0.1077198556	0.960974716
354	0.1075180516	0.9612190057
355	0.1071686489	0.9615243679
356	0.106904671	0.9615854403
357	0.1067204517	0.9615854403
358	0.1063189363	0.9618297301
359	0.1061568776	0.9617686576
360	0.1058378527	0.9621961647
361	0.1056127423	0.9622572371
362	0.1052538044	0.9622572371
363	0.1049700375	0.9626847441
364	0.1046087082	0.9627458165
365	0.1045439845	0.9626847441
366	0.1042253184	0.9630511787
367	0.1041189473	0.9631122511
368	0.1038781554	0.9631733236
369	0.103625707	0.9635397582
370	0.1034888732	0.963661903
371	0.1033357827	0.9639061927
372	0.1031330152	0.9641504825
373	0.102878839	0.9644558446
374	0.1025219445	0.9648222792
375	0.1022439211	0.9648833517
376	0.1018672451	0.9648222792
377	0.1014108483	0.9654330035
378	0.1010885047	0.9655551484
379	0.1008059376	0.9656162208
380	0.1006824455	0.9656772933
381	0.1004354018	0.9656772933
382	0.1001141937	0.9656772933
383	0.09976052658	0.9657383657
384	0.09944411029	0.9657994381
385	0.09915302795	0.9662880176
386	0.09899268182	0.9667155246
387	0.09865848989	0.9666544522
388	0.09835548054	0.9667155246
389	0.09802238613	0.9670819592
390	0.09779550631	0.9672041041
391	0.09765859902	0.9673262489
392	0.09739147179	0.9673873214
393	0.09703898371	0.9673262489
394	0.0969225661	0.9672651765
395	0.09674562244	0.9673873214
396	0.0964962111	0.9675705387
397	0.09620159897	0.9678759008
398	0.09606515656	0.9679369733
399	0.09579978086	0.9680591181
400	0.09563533692	0.9680591181
401	0.09537707442	0.968181263
402	0.09508641961	0.9685476976
403	0.09492857469	0.9686698424
404	0.0945631992	0.9687309149
405	0.09431430629	0.9689752046
406	0.0940380925	0.9690973495
407	0.09395304915	0.9693416392
408	0.09379902868	0.969463784
409	0.09354986146	0.9692194943
410	0.09344488888	0.9695859289
411	0.09319615048	0.9698912911
412	0.09272628236	0.9701966532
413	0.09257611472	0.9703187981
414	0.09225591499	0.9705630878
415	0.09193334299	0.97086845
416	0.0917920344	0.9713570294
417	0.09153621578	0.9710516673
418	0.09130082468	0.9714791743
419	0.09108204092	0.9714791743
420	0.09089965669	0.9716623916
421	0.09065986046	0.9719066813
422	0.09045243698	0.9721509711
423	0.09024535835	0.9722731159
424	0.09005608374	0.9725784781
425	0.0899095233	0.9725784781
426	0.08983573811	0.9727616954
427	0.08955814084	0.9729449127
428	0.08952018021	0.97312813
429	0.08920449686	0.9736777818
430	0.08911447562	0.9734945646
431	0.08900105985	0.9736167094
432	0.088810076	0.9736777818
433	0.08866041695	0.9737999267
434	0.0883710674	0.973983144
435	0.08816172195	0.9744717235
436	0.08804636828	0.9743495786
437	0.08787366418	0.9744717235
438	0.08777767308	0.9746549408
439	0.08752400396	0.9748992305
440	0.08733388398	0.9750213754
441	0.08715149125	0.9751435202
442	0.08689985265	0.9753878099
443	0.08666008794	0.9756320997
444	0.08643698896	0.9759985343
445	0.08632031719	0.9761206791
446	0.08614281912	0.9763038964
447	0.08610816738	0.9763649689
448	0.08597107351	0.9764871137
449	0.08574402911	0.9765481861
450	0.08556469089	0.9766092586
451	0.08534952497	0.9768535483
452	0.08518586071	0.9768535483
453	0.08508997073	0.9769756932
454	0.08482388377	0.9769146207
455	0.08455263281	0.9767314034
456	0.08433110443	0.9768535483
457	0.0841920156	0.9769756932
458	0.08410189595	0.9771589105
459	0.08395756007	0.9772810553
460	0.08353993907	0.9773421278
461	0.08343689947	0.9777085624
462	0.08308722311	0.9781971418
463	0.08277910061	0.9780749969
464	0.08254523895	0.9783192867
465	0.08237143157	0.9783803591
466	0.08226909711	0.9785635764
467	0.08202774902	0.9785635764
468	0.081919192	0.9788078661
469	0.08173843052	0.978930011
470	0.0815422379	0.9791132283
471	0.08139414972	0.979357518
472	0.08106210291	0.9796628802
473	0.08080467339	0.9796628802
474	0.08071569177	0.979785025
475	0.08056002775	0.9797239526
476	0.08040947342	0.9800293148
477	0.08018714153	0.9802125321
478	0.08007247448	0.9802125321
479	0.07968532699	0.9802125321
480	0.07959589038	0.9802125321
481	0.07944292247	0.9802125321
482	0.07912675102	0.9803346769
483	0.07890943618	0.9806400391
484	0.07876856641	0.9805789667
485	0.07874476452	0.9806400391
486	0.07850103752	0.9808843288
487	0.07837784302	0.9810675461
488	0.07830028242	0.9810675461
489	0.07822527944	0.981189691
490	0.07795135832	0.9809454012
491	0.07771289244	0.981189691
492	0.07750194967	0.9813118358
493	0.07735033404	0.9814339807
494	0.0771872849	0.9817393429
495	0.07711909474	0.9817393429
496	0.07684723657	0.9818004153
497	0.07664530327	0.9819225602
498	0.07643445442	0.9819225602
499	0.07631089019	0.9821057775
500	0.0761120288	0.9822279223
501	0.07597832339	0.982472212
502	0.07575330476	0.982472212
503	0.07558159921	0.9825943569
504	0.07528107149	0.9827775742
505	0.07521714799	0.9828997191
506	0.07498551312	0.9829607915
507	0.07484263501	0.9832050812
508	0.07462351236	0.9833272261
509	0.07454611252	0.9833882985
510	0.0743920633	0.9835715158
511	0.07420608482	0.9835715158
512	0.07411821227	0.9835104434
513	0.07398584773	0.9835104434
514	0.0737776208	0.9837547331
515	0.07360073477	0.9836936607
516	0.07349445783	0.9838158055
517	0.07332930973	0.983876878
518	0.07313871958	0.9843654574
519	0.07307902053	0.9843654574
520	0.07294479667	0.9844265299
521	0.0728106673	0.9844265299
522	0.07256399579	0.9844876023
523	0.07243465718	0.9844876023
524	0.07237785981	0.9844265299
525	0.07236620388	0.9844265299
526	0.07212637468	0.9846708196
527	0.0719335147	0.9849151093
528	0.07182686196	0.9849761818
529	0.0717270039	0.9849151093
530	0.0715220689	0.9849761818
531	0.07128897615	0.9850372542
532	0.07114534012	0.985159399
533	0.07091091437	0.985159399
534	0.07085279048	0.9850983266
535	0.07076175295	0.9852815439
536	0.07060071934	0.9852815439
537	0.07037982411	0.9852815439
538	0.07020053699	0.9854647612
539	0.06994730644	0.9855258336
540	0.06980984973	0.9855869061
541	0.06962850241	0.9855258336
542	0.06959091953	0.9856479785
543	0.06941561207	0.9856479785
544	0.06922345948	0.9860754855
545	0.06911654322	0.9860754855
546	0.06887734547	0.9861976304
547	0.06882959468	0.9861976304
548	0.06862088529	0.9860754855
549	0.06858534815	0.9860754855
550	0.06840852727	0.9860754855
551	0.06832084884	0.986136558
552	0.06821736521	0.9860754855
553	0.06805667592	0.986136558
554	0.06785295321	0.986136558
555	0.06767340461	0.9863197753
556	0.06754098241	0.9864419201
557	0.06733553012	0.9866251374
558	0.06716263835	0.986564065
559	0.06710786642	0.986564065
560	0.06699745481	0.9866251374
561	0.06694992523	0.9868083547
562	0.06678151841	0.9866862098
563	0.06666822057	0.9868083547
564	0.06655827352	0.9867472823
565	0.06650888076	0.9867472823
566	0.0664243536	0.9867472823
567	0.06625620729	0.9870526444
568	0.0662037393	0.9869304996
569	0.06603778521	0.9871137169
570	0.06585584069	0.9872969342
571	0.06572920888	0.9871747893
572	0.06557571816	0.9871137169
573	0.06550061389	0.9870526444
574	0.06533875902	0.9872969342
575	0.06522398659	0.9873580066
576	0.06510762994	0.9876022963
577	0.06501265852	0.9876022963
578	0.06497298929	0.9876633688
579	0.06479374071	0.9876022963
580	0.06467875782	0.9878465861
581	0.0644404253	0.9880298033
582	0.06432609962	0.9880908758
583	0.0643100874	0.9880908758
584	0.06420638979	0.9880908758
585	0.06398392236	0.9880908758
586	0.06376829459	0.9882740931
587	0.06369400091	0.9882740931
588	0.06361603466	0.9883351655
589	0.06342497392	0.9885183828
590	0.0633829122	0.9885794552
591	0.06319088506	0.9885183828
592	0.06306498589	0.9887626725
593	0.06288023466	0.9890069623
594	0.06274652306	0.9891291071
595	0.06260238266	0.9893733968
596	0.06252289121	0.9893123244
597	0.06247410665	0.9893733968
598	0.06230059279	0.9893733968
599	0.06221510098	0.9894955417
600	0.06211804102	0.9896176866
601	0.06197300228	0.9895566141
602	0.06186289934	0.9894955417
603	0.06168747046	0.9895566141
604	0.06158117273	0.9894955417
605	0.06148677901	0.9894344693
606	0.06147640951	0.9894344693
607	0.06129500183	0.989678759
608	0.06111275141	0.9896176866
609	0.06087444165	0.9897398314
610	0.06077311535	0.9898009039
611	0.06067948673	0.9897398314
612	0.06057544222	0.989678759
613	0.06046749655	0.9899230487
614	0.0603608842	0.9899841212
615	0.06031825363	0.990106266
616	0.06022216521	0.9899230487
617	0.06006904061	0.9900451936
618	0.0599932451	0.990106266
619	0.05990820221	0.9902894833
620	0.05978046983	0.9904727006
621	0.05969102045	0.9905337731
622	0.05962674564	0.9904727006
623	0.05952378894	0.9905337731
624	0.05930148185	0.9906559179
625	0.05909486045	0.9905948455
626	0.05895896971	0.9909002076
627	0.05883374617	0.9910223525
628	0.05867582114	0.9912666422
629	0.05860316273	0.9912055698
630	0.05845734217	0.9914498595
631	0.05838944869	0.9914498595
632	0.05819298129	0.9916941493
633	0.05808253169	0.9916941493
634	0.05798970479	0.9918162941
635	0.0578938481	0.991938439
636	0.05785571509	0.9919995114
637	0.0576758335	0.9920605839
638	0.05764019946	0.9920605839
639	0.0575543218	0.9920605839
640	0.05750961526	0.9920605839
641	0.05740041914	0.9920605839
642	0.05721440637	0.9921216563
643	0.05715909397	0.9922438011
644	0.05701986359	0.9923048736
645	0.05692851157	0.9923048736
646	0.05688756877	0.9923048736
647	0.05668743085	0.9922438011
648	0.05655509147	0.9925491633
649	0.05646366121	0.9924270184
650	0.05631030365	0.9924880909
651	0.05616897352	0.9925491633
652	0.05610002676	0.9925491633
653	0.05598267928	0.9927323806
654	0.05588694198	0.992793453
655	0.05583080641	0.9928545255
656	0.05575969319	0.992793453
657	0.05567220028	0.9928545255
658	0.05564802949	0.992793453
659	0.05548485384	0.992793453
660	0.05539016116	0.9928545255
661	0.05537708926	0.9928545255
662	0.05525410736	0.9930377428
663	0.05515828931	0.9930988152
664	0.05510842081	0.9930377428
665	0.05502673664	0.9929766703
666	0.05493151512	0.9931598876
667	0.05483193917	0.9930988152
668	0.0546754893	0.9933431049
669	0.05457845477	0.9932820325
670	0.05439436988	0.9934041774
671	0.05430528351	0.9934652498
672	0.05420006653	0.9934041774
673	0.05413267612	0.9934041774
674	0.05401404893	0.9934652498
675	0.05393659113	0.9933431049
676	0.05389551294	0.9932820325
677	0.05384511548	0.9933431049
678	0.0536910277	0.9934652498
679	0.05358127025	0.9934652498
680	0.05345865858	0.9934652498
681	0.05341133148	0.9935263222
682	0.05329438935	0.9936484671
683	0.05320301398	0.9936484671
684	0.05310586186	0.9937095395
685	0.05296177938	0.9935873947
686	0.05294459822	0.9936484671
687	0.05293642188	0.9936484671
688	0.05274407876	0.9938927568
689	0.05265112849	0.9938927568
690	0.05256335071	0.9939538292
691	0.05249257279	0.9938927568
692	0.05240508924	0.9940149017
693	0.05219948324	0.9938927568
694	0.05208734425	0.9938927568
695	0.05198012864	0.9938316844
696	0.05187804541	0.9939538292
697	0.05186038764	0.9938927568
698	0.05171087732	0.9940149017
699	0.05158991047	0.9940759741
700	0.05151655744	0.9940759741
701	0.05143856704	0.9940759741
702	0.05131604669	0.9941370465
703	0.05118552542	0.9940759741
704	0.05104911903	0.9941370465
705	0.05101394733	0.9941370465
706	0.05096161846	0.994198119
707	0.05087105805	0.9941370465
708	0.05076464763	0.9941370465
709	0.05062289284	0.9942591914
710	0.05047466266	0.9943813363
711	0.05041373984	0.9943813363
712	0.05032091275	0.9943813363
713	0.05024179801	0.9945034811
714	0.05016567466	0.9945034811
715	0.05006873621	0.9945645536
716	0.04997436787	0.9945645536
717	0.04988386929	0.9945645536
718	0.04979597857	0.9945645536
719	0.04964804357	0.9945034811
720	0.0495650985	0.9945034811
721	0.04949243349	0.9945645536
722	0.04932006011	0.9945034811
723	0.04915998202	0.9945645536
724	0.04911889952	0.9945645536
725	0.04905149051	0.9946866984
726	0.04900769533	0.9947477709
727	0.04891096881	0.9946866984
728	0.04880297387	0.9946866984
729	0.04867973054	0.9946866984
730	0.04863896004	0.9946866984
731	0.0485529028	0.9946866984
732	0.04841901623	0.9946866984
733	0.04833487348	0.9946866984
734	0.04825171078	0.9948088433
735	0.04814123178	0.9949309882
736	0.04809746089	0.9949309882
737	0.04803603704	0.9949309882
738	0.04796604018	0.9949309882
739	0.04789207788	0.9949309882
740	0.0478598555	0.9949309882
741	0.04780074037	0.9949309882
742	0.04767672975	0.9951142054
743	0.04759960344	0.9951142054
744	0.0475026199	0.9951752779
745	0.04739095266	0.9951752779
746	0.0472544654	0.9952974227
747	0.04712070023	0.9952363503
748	0.04694551566	0.9952363503
749	0.04691242927	0.9952363503
750	0.04686594104	0.9952363503
751	0.04675641904	0.9952974227
752	0.04672459166	0.9952363503
753	0.04661750457	0.9952974227
754	0.04658505155	0.9953584952
755	0.04645267115	0.99548064
756	0.04634136396	0.9954195676
757	0.04631203006	0.9954195676
758	0.04626516785	0.9955417125
759	0.04614955501	0.99548064
760	0.04599780443	0.9956638573
761	0.04591749053	0.9956638573
762	0.045856891	0.9956638573
763	0.04576310532	0.9956638573
764	0.04562010469	0.9956638573
765	0.04547835466	0.9957860022
766	0.04539243065	0.9957249298
767	0.0453377489	0.9957249298
768	0.04512751512	0.9959081471
769	0.04501285879	0.9959081471
770	0.0449226001	0.9959081471
771	0.04486263266	0.9959692195
772	0.0447312697	0.9959081471
773	0.04466615201	0.9959692195
774	0.04465537336	0.9959692195
775	0.04452465009	0.9960302919
776	0.04446486107	0.9960913644
777	0.04436330376	0.9961524368
778	0.04422571682	0.9962135092
779	0.04413185334	0.9961524368
780	0.0440267616	0.9962135092
781	0.0439959511	0.9962135092
782	0.0439092602	0.9962745817
783	0.04381209119	0.9963356541
784	0.04373108699	0.9962745817
785	0.0436065185	0.9963967265
786	0.04354424316	0.9963967265
787	0.04346991146	0.9963967265
788	0.04337907265	0.9963967265
789	0.04325511579	0.9963356541
790	0.0431458616	0.9963356541
791	0.04312633305	0.9963967265
792	0.04300878907	0.9964577989
793	0.04291434186	0.9963356541
794	0.04287900373	0.9963356541
795	0.04279350277	0.9964577989
796	0.04267049981	0.9963967265
797	0.04263757935	0.9963967265
798	0.0425006706	0.9965188714
799	0.04243359707	0.9965188714
800	0.04241581495	0.9965188714
801	0.04227613221	0.9965799438
802	0.0421882075	0.9966410162
803	0.04211048319	0.9966410162
804	0.04200434706	0.9966410162
805	0.0419284333	0.9966410162
806	0.04188892332	0.9966410162
807	0.04179254122	0.9967020887
808	0.04173180373	0.9967020887
809	0.04167739349	0.9967020887
810	0.04159255967	0.9967020887
811	0.04150071593	0.9967020887
812	0.04144484763	0.9967020887
813	0.04137285593	0.9967631611
814	0.04131628404	0.9967631611
815	0.04120089861	0.996885306
816	0.04113468249	0.9968242335
817	0.04108412024	0.996885306
818	0.04102569032	0.996885306
819	0.0409431725	0.9969463784
820	0.04091062686	0.9969463784
821	0.04085574193	0.9969463784
822	0.04084524921	0.9969463784
823	0.04077421494	0.9969463784
824	0.04071890872	0.9970685233
825	0.0406345113	0.9970685233
826	0.04050759525	0.9971295957
827	0.04046097579	0.9971295957
828	0.04037256941	0.9971295957
829	0.0402808362	0.9971906681
830	0.04017184677	0.9970685233
831	0.04014797781	0.9970685233
832	0.04012867488	0.9970685233
833	0.04008639399	0.9970685233
834	0.03997668124	0.9971295957
835	0.03995811991	0.9971295957
836	0.03992671484	0.9970685233
837	0.03985781657	0.9971295957
838	0.03977166539	0.9971295957
839	0.03969743314	0.9971295957
840	0.03962058146	0.9971295957
841	0.03958800657	0.9971906681
842	0.03953269804	0.9971906681
843	0.03949258037	0.9971906681
844	0.03936371431	0.9971906681
845	0.03931131003	0.9971906681
846	0.0392354329	0.9972517406
847	0.03911677133	0.9972517406
848	0.03908860384	0.997312813
849	0.03902730987	0.997312813
850	0.03892152119	0.997312813
851	0.03887018982	0.997312813
852	0.03882281209	0.997312813
853	0.03873691836	0.997312813
854	0.03866013506	0.997312813
855	0.03859447585	0.997312813
856	0.03853905963	0.997312813
857	0.03839543548	0.997312813
858	0.03831462059	0.9973738854
859	0.0382210758	0.9973738854
860	0.03820882981	0.9973738854
861	0.03819098931	0.9973738854
862	0.03812682455	0.9974349579
863	0.03794876558	0.9976181752
864	0.03791440479	0.9975571027
865	0.03788035475	0.9976181752
866	0.03781720623	0.9976792476
867	0.03775649602	0.9976181752
868	0.03765780571	0.9976792476
869	0.03757199678	0.9976181752
870	0.03751786588	0.9976792476
871	0.03743275322	0.9976181752
872	0.03739935166	0.9976181752
873	0.03727532776	0.9975571027
874	0.03720214805	0.9976181752
875	0.03716255242	0.9976181752
876	0.03707154042	0.9976181752
877	0.03698220883	0.9976181752
878	0.03693882953	0.9976792476
879	0.03688020661	0.9976792476
