iter	Logloss	Accuracy
333	0.03151415552	0.9982288995
334	0.03137956822	0.9982899719
335	0.03124333018	0.9984121168
336	0.03105692868	0.9984121168
337	0.03094978619	0.9984731892
338	0.03073936228	0.9985342616
339	0.03054822634	0.9985342616
340	0.03028036961	0.9986564065
341	0.03013793306	0.9986564065
342	0.02999258273	0.9985953341
343	0.02988316964	0.9985342616
344	0.02973526073	0.9985953341
345	0.02963925155	0.9985953341
346	0.02949111972	0.9986564065
347	0.02941664378	0.9986564065
348	0.02934537562	0.9986564065
349	0.0291614429	0.9987785514
350	0.02904973887	0.9987785514
351	0.02898012194	0.9987785514
352	0.02888257391	0.9987785514
353	0.02885226567	0.9987785514
354	0.02877420471	0.9988396238
355	0.02861130646	0.9989006962
356	0.02855183212	0.9989617687
357	0.02841720557	0.9989617687
358	0.02817716672	0.999144986
359	0.02801321093	0.9992060584
360	0.02786213265	0.9990839135
361	0.02767821654	0.9990839135
362	0.02763616802	0.999144986
363	0.02749861066	0.9992060584
364	0.02727619576	0.9992671308
365	0.02717362763	0.9992671308
366	0.02705429402	0.9992060584
367	0.0269560661	0.999144986
368	0.02675881916	0.9992060584
369	0.02665543062	0.9992060584
370	0.02647021015	0.9992060584
371	0.02627676082	0.9992060584
372	0.02609085165	0.9992060584
373	0.02591562426	0.9992671308
374	0.02564135087	0.9992060584
375	0.02559170742	0.9993282032
376	0.02553797694	0.9993282032
377	0.02542088607	0.9993892757
378	0.02536123847	0.9994503481
379	0.02529063218	0.9995114205
380	0.02525428634	0.9995114205
381	0.02508970098	0.999572493
382	0.0249844735	0.999572493
383	0.02487534505	0.999572493
384	0.02473982206	0.999572493
385	0.02450106361	0.9996335654
386	0.0243793726	0.9996335654
387	0.02428619994	0.9996335654
388	0.0242088941	0.9996335654
389	0.02400964411	0.999572493
390	0.02388603131	0.999572493
391	0.02379156163	0.999572493
392	0.02367813579	0.9996946378
393	0.02356566389	0.9997557103
394	0.0234601238	0.9997557103
395	0.02339401243	0.9996946378
396	0.02330647416	0.9997557103
397	0.02318429087	0.9998167827
398	0.02313733339	0.9998167827
399	0.02301435755	0.9998167827
400	0.02293923157	0.9998167827
401	0.02276982936	0.9998167827
402	0.02275695092	0.9998167827
403	0.02265092526	0.9997557103
404	0.02259302318	0.9997557103
405	0.02258275519	0.9997557103
406	0.02254387468	0.9997557103
407	0.02240525146	0.9998167827
408	0.02232988686	0.9998167827
409	0.02223898745	0.9998167827
410	0.02209695086	0.9998778551
411	0.02205041428	0.9998778551
412	0.0218900055	0.9998778551
413	0.02176122936	0.9999389276
414	0.02163157271	0.9999389276
415	0.02153061425	0.9999389276
416	0.02140491765	0.9999389276
417	0.02129615736	0.9999389276
418	0.02121548037	0.9999389276
419	0.02109933379	0.9999389276
420	0.02104724147	0.9999389276
421	0.02095523147	0.9999389276
422	0.02076534828	0.9999389276
423	0.02067583029	0.9999389276
424	0.02058609208	0.9999389276
425	0.02050975437	0.9999389276
426	0.0204549084	0.9999389276
427	0.02038383758	0.9999389276
428	0.02024705214	0.9999389276
429	0.02008436675	0.9999389276
430	0.02000723274	0.9999389276
431	0.01990136301	0.9999389276
432	0.0198875764	0.9999389276
433	0.01982873876	0.9999389276
434	0.01977053535	0.9999389276
435	0.01974801696	0.9999389276
436	0.01965452025	0.9999389276
437	0.01956673572	0.9999389276
438	0.01944583086	0.9999389276
439	0.01930013296	0.9999389276
440	0.0192112006	0.9999389276
441	0.01907554459	0.9999389276
442	0.01898681198	0.9999389276
443	0.01890271736	0.9999389276
444	0.01877038939	0.9999389276
445	0.01869149377	0.9999389276
446	0.01863374664	0.9999389276
447	0.01850255839	0.9999389276
448	0.01831334104	0.9999389276
449	0.01820446035	0.9999389276
450	0.01811786495	0.9999389276
451	0.01804641806	0.9999389276
452	0.01798919416	0.9999389276
453	0.01792391255	0.9999389276
454	0.0179054805	0.9999389276
455	0.01782417352	0.9999389276
456	0.01769753677	0.9999389276
457	0.01768680717	0.9999389276
458	0.01763187139	0.9999389276
459	0.01761457999	0.9999389276
460	0.01757611536	0.9999389276
461	0.01750917732	0.9999389276
462	0.01744459379	1
463	0.01734468832	1
464	0.01729234496	1
465	0.01721972675	1
466	0.01716055906	1
467	0.01709749509	0.9999389276
468	0.01699934962	1
469	0.01692728515	1
470	0.01689953868	1
471	0.01686862669	1
472	0.01685065505	1
473	0.01683309784	1
474	0.01676330421	1
475	0.01665428365	1
476	0.01662613498	1
477	0.01648756211	1
478	0.01646690432	1
479	0.01642318688	1
480	0.0163829513	1
481	0.01631698992	1
482	0.01624785073	1
483	0.01623575553	1
484	0.01617307037	1
485	0.01612930232	1
486	0.01608063537	1
487	0.01586508126	1
488	0.01577174691	1
489	0.01574737223	1
490	0.0157255447	1
491	0.01563165462	1
492	0.01551212294	1
493	0.01545380291	1
494	0.01542053524	1
495	0.01528078979	1
496	0.01520798866	1
497	0.01519415919	1
498	0.01513482847	1
499	0.01509033319	1
500	0.01507382323	1
501	0.01500872345	1
502	0.01496139252	1
503	0.0148764496	1
504	0.01479425794	1
505	0.01466342194	1
506	0.01460299807	1
507	0.01452867259	1
508	0.01442395456	1
509	0.01433746408	1
510	0.01430624766	1
511	0.01419966294	1
512	0.01416632863	1
513	0.01413531894	1
514	0.01407826997	1
515	0.01403593294	1
516	0.01397984205	1
517	0.01394242649	1
518	0.01388796474	1
519	0.01388349558	1
520	0.01387984909	1
521	0.01379139867	1
522	0.01373288596	1
523	0.01362451659	1
524	0.01354601232	1
525	0.0135015134	1
526	0.01346575846	1
527	0.0133921853	1
528	0.01331070321	1
529	0.01330377475	1
530	0.01323727487	1
531	0.01316149468	1
532	0.01308718747	1
533	0.01302831007	1
534	0.0129983463	1
535	0.01299119497	1
536	0.01295862512	1
537	0.01290337682	1
538	0.01281894562	1
539	0.01273617543	1
540	0.0126676855	1
541	0.01262254723	1
542	0.01259723842	1
543	0.01254099513	1
544	0.01249055125	1
545	0.01244907791	1
546	0.01240281706	1
547	0.01237252191	1
548	0.01236427418	1
549	0.01236107428	1
550	0.0123346929	1
551	0.01226773318	1
552	0.01225123888	1
553	0.0122257119	1
554	0.01220913589	1
555	0.01217717774	1
556	0.01210738004	1
557	0.01209206386	1
558	0.01208457642	1
559	0.01206972456	1
560	0.0120085783	1
561	0.011945828	1
562	0.01192562425	1
563	0.01190772811	1
564	0.01186788461	1
565	0.01184363615	1
566	0.01178636358	1
567	0.01172264021	1
568	0.01168114183	1
569	0.01161323833	1
570	0.01158619638	1
571	0.01154166972	1
572	0.01146478425	1
573	0.01145474139	1
574	0.01137765857	1
575	0.01129950135	1
576	0.01127745235	1
577	0.01125627288	1
578	0.01122973395	1
579	0.01115628331	1
580	0.01114346923	1
581	0.01113176335	1
582	0.01112693063	1
583	0.01107577759	1
584	0.01101054995	1
585	0.01091652875	1
586	0.01090462653	1
587	0.01086891687	1
588	0.01080090075	1
589	0.01077668074	1
590	0.01068833307	1
591	0.01060748813	1
592	0.01059866551	1
593	0.01059363863	1
594	0.01057195261	1
595	0.01053435809	1
596	0.01048152845	1
597	0.01043898716	1
598	0.01037476295	1
599	0.01036833624	1
600	0.01035578504	1
601	0.01033468735	1
602	0.01031125557	1
603	0.01029130727	1
604	0.01028300522	1
605	0.01024415308	1
606	0.01020392231	1
607	0.01008783846	1
608	0.01006484151	1
609	0.01004851047	1
610	0.01001657732	1
611	0.009973633185	1
612	0.009928144938	1
613	0.009906743216	1
614	0.00990055567	1
615	0.00981212204	1
616	0.009757850637	1
617	0.009707121963	1
618	0.009695545181	1
619	0.009684858806	1
620	0.00966973738	1
621	0.009633988604	1
622	0.009593611279	1
623	0.009541670385	1
624	0.009501965131	1
625	0.009491868846	1
626	0.009413261374	1
627	0.009363725015	1
628	0.009323877351	1
629	0.009309108452	1
630	0.009286750858	1
631	0.009253023887	1
632	0.009214322594	1
633	0.009197954384	1
634	0.009180693761	1
635	0.009147615258	1
636	0.009137619027	1
637	0.009114598655	1
638	0.009065886046	1
639	0.009049686429	1
640	0.009008633638	1
641	0.009006083674	1
642	0.008995067672	1
643	0.008954153812	1
644	0.008890777965	1
645	0.008846736329	1
646	0.008805203323	1
647	0.008801143084	1
648	0.008797053839	1
649	0.008767636567	1
650	0.008755069289	1
651	0.008746237474	1
652	0.008725047958	1
653	0.008690564599	1
654	0.00866727301	1
655	0.008633065184	1
656	0.008612164732	1
657	0.00854957405	1
658	0.008546592577	1
659	0.008521846945	1
660	0.00849915884	1
661	0.008473321814	1
662	0.008436958322	1
663	0.008385467079	1
664	0.008360159237	1
665	0.008306026707	1
666	0.008286649556	1
667	0.008255593799	1
668	0.008209733908	1
669	0.008187133029	1
670	0.008156232481	1
671	0.008144182222	1
672	0.008139809489	1
673	0.008090939867	1
674	0.00807832904	1
675	0.008045953502	1
676	0.008016627018	1
677	0.00799115718	1
678	0.007966813561	1
679	0.007944334094	1
680	0.007899599836	1
681	0.007877527399	1
682	0.00785900202	1
683	0.007843543746	1
684	0.007803853759	1
685	0.007769719561	1
686	0.007751403155	1
687	0.00773435712	1
688	0.007704809057	1
689	0.007689185816	1
690	0.00766391227	1
691	0.007644548291	1
692	0.007621444882	1
693	0.007601386973	1
