iter	F1	Logloss	Precision:use_weights=true	Precision:use_weights=false	Recall:use_weights=true	Recall:use_weights=false
90	0.9960852806	0.2114296964	0.9922010917	0.9271935283	1	1
91	0.996218611	0.2084965472	0.9924657122	0.929507174	1	1
92	0.996218611	0.2084959595	0.9924657122	0.929507174	1	1
93	0.996218611	0.2084954066	0.9924657122	0.929507174	1	1
94	0.9962519492	0.2071861883	0.9925318893	0.9300873908	1	1
95	0.9963853243	0.2043824094	0.9927966863	0.9324155194	1	1
96	0.9964186737	0.2036752411	0.9928629076	0.9329993738	1	1
97	0.9966521817	0.2014002053	0.9933267044	0.9371069182	1	1
98	0.9967189184	0.2002326292	0.9934592973	0.9382871537	1	1
99	0.9967189184	0.1972242872	0.9934592973	0.9382871537	1	1
100	0.996785664	0.1965788495	0.9935919257	0.9394703657	1	1
101	0.9970193441	0.1951243507	0.9940564039	0.9436352122	1	1
102	0.9973533628	0.1914893239	0.9947206981	0.9496494583	1	1
103	0.9977210421	0.1889490618	0.9954524479	0.9563543004	1	1
104	0.9977210421	0.1868006208	0.9954524479	0.9563543004	1	1
105	0.9977210421	0.1867278246	0.9954524479	0.9563543004	1	1
106	0.9977544809	0.1851659776	0.995519024	0.9569685292	1	1
107	0.9977210421	0.1846188867	0.9954524479	0.9563543004	1	1
108	0.997955161	0.1819109676	0.9959186677	0.9606705351	1	1
109	0.9979886155	0.1795823387	0.9959853061	0.9612903226	1	1
110	0.997955161	0.1784605568	0.9959186677	0.9606705351	1	1
111	0.9981559218	0.1764657713	0.9963186323	0.9644012945	1	1
112	0.9984907027	0.1729432057	0.9969859545	0.9706840391	1	1
113	0.9984907027	0.170370002	0.9969859545	0.9706840391	1	1
114	0.9985576858	0.1683031866	0.9971195262	0.971950424	1	1
115	0.9986246779	0.1668977537	0.9972531337	0.9732201176	1	1
116	0.9986246779	0.1663848526	0.9972531337	0.9732201176	1	1
117	0.9986581774	0.1645221148	0.9973199509	0.9738562092	1	1
118	0.9986581774	0.1631550832	0.9973199509	0.9738562092	1	1
119	0.998725183	0.1615025128	0.9974536121	0.9751308901	1	1
120	0.998691679	0.1604412588	0.997386777	0.9744931328	1	1
121	0.9987586891	0.1586792143	0.9975204562	0.9757694826	1	1
122	0.9987586891	0.1586726584	0.9975204562	0.9757694826	1	1
123	0.9988927363	0.1572029438	0.997787922	0.978332239	1	1
124	0.9989932953	0.1555520083	0.9979886155	0.9802631579	1	1
125	0.9990938746	0.1545536708	0.9981893898	0.9822017139	1	1
126	0.9990603459	0.153783416	0.9981224561	0.9815546772	1	1
127	0.9990603459	0.1520062036	0.9981224561	0.9815546772	1	1
128	0.9990603459	0.1513278112	0.9981224561	0.9815546772	1	1
129	0.9991609387	0.1495416696	0.9983232842	0.9834983498	1	1
130	0.9991944741	0.1480139768	0.9983902448	0.9841479524	1	1
131	0.9992280117	0.1461516522	0.9984572145	0.9847984137	1	1
132	0.9992615517	0.1443738666	0.9985241931	0.9854497354	1	1
133	0.9992280117	0.1437971302	0.9984572145	0.9847984137	1	1
134	0.9992280117	0.1428418659	0.9984572145	0.9847984137	1	1
135	0.9993286383	0.1403813486	0.9986581774	0.9867549669	1	1
136	0.9993621849	0.1384557751	0.998725183	0.9874088801	1	1
137	0.999429285	0.1373348324	0.9988592212	0.9887193099	1	1
138	0.999429285	0.137310041	0.9988592212	0.9887193099	1	1
139	0.9994628385	0.1367904237	0.9989262537	0.98937583	1	1
140	0.999429285	0.136165463	0.9988592212	0.9887193099	1	1
141	0.9995970748	0.1337496483	0.9991944741	0.9920106525	1	1
142	0.9995970748	0.1320372811	0.9991944741	0.9920106525	1	1
143	0.9995970748	0.1299995185	0.9991944741	0.9920106525	1	1
144	0.9995970748	0.1299950169	0.9991944741	0.9920106525	1	1
145	0.9996306395	0.1292353175	0.9992615517	0.9926715523	1	1
146	0.9996642064	0.1281072664	0.9993286383	0.9933333333	1	1
147	0.9996642064	0.127294021	0.9993286383	0.9933333333	1	1
148	0.9996642064	0.1253768158	0.9993286383	0.9933333333	1	1
149	0.9996642064	0.1246935127	0.9993286383	0.9933333333	1	1
150	0.9996977756	0.1246861031	0.9993957339	0.9939959973	1	1
151	0.9997984968	0.1229913409	0.9995970748	0.9959893048	1	1
152	0.9997984968	0.1226516828	0.9995970748	0.9959893048	1	1
153	0.9997984968	0.1216411907	0.9995970748	0.9959893048	1	1
154	0.9997984968	0.1200516023	0.9995970748	0.9959893048	1	1
155	0.9997984968	0.1200512331	0.9995970748	0.9959893048	1	1
156	0.9997649208	0.1183796486	0.9995299521	0.9953239813	1	1
157	0.9997649208	0.1166920235	0.9995299521	0.9953239813	1	1
158	0.9997649208	0.1152982799	0.9995299521	0.9953239813	1	1
159	0.9997649208	0.1148407529	0.9995299521	0.9953239813	1	1
160	0.9997649208	0.114717496	0.9995299521	0.9953239813	1	1
161	0.9997649208	0.1147154199	0.9995299521	0.9953239813	1	1
162	0.9997313471	0.1136374208	0.9994628385	0.9946595461	1	1
163	0.9997313471	0.1124589958	0.9994628385	0.9946595461	1	1
164	0.9997649208	0.1117390845	0.9995299521	0.9953239813	1	1
165	0.9997649208	0.1105661818	0.9995299521	0.9953239813	1	1
166	0.9997649208	0.1087041899	0.9995299521	0.9953239813	1	1
167	0.9997649208	0.1075510744	0.9995299521	0.9953239813	1	1
168	0.999832075	0.1062697537	0.9996642064	0.9966555184	1	1
169	0.9998656555	0.1055024395	0.9997313471	0.9973226238	1	1
170	0.9998656555	0.1047659411	0.9997313471	0.9973226238	1	1
171	0.9998656555	0.1038299425	0.9997313471	0.9973226238	1	1
172	0.999832075	0.1029898916	0.9996642064	0.9966555184	1	1
173	0.9998656555	0.1023317499	0.9997313471	0.9973226238	1	1
174	0.999832075	0.1013962322	0.9996642064	0.9966555184	1	1
175	0.999832075	0.1011358775	0.9996642064	0.9966555184	1	1
176	0.999832075	0.1001404501	0.9996642064	0.9966555184	1	1
177	0.9998992382	0.09887654392	0.9997984968	0.9979906229	1	1
178	0.9998992382	0.09846642971	0.9997984968	0.9979906229	1	1
179	0.9999328232	0.09747612882	0.9998656555	0.9986595174	1	1
180	0.9999328232	0.09719836363	0.9998656555	0.9986595174	1	1
181	0.9998992382	0.09644112302	0.9997984968	0.9979906229	1	1
182	0.9998992382	0.0964366998	0.9997984968	0.9979906229	1	1
183	0.9998992382	0.09640763195	0.9997984968	0.9979906229	1	1
184	0.9998992382	0.09610885541	0.9997984968	0.9979906229	1	1
185	0.9998992382	0.09610876598	0.9997984968	0.9979906229	1	1
186	0.9998992382	0.09544080016	0.9997984968	0.9979906229	1	1
187	0.9998656555	0.09397211931	0.9997313471	0.9973226238	1	1
188	0.9998992382	0.09333351847	0.9997984968	0.9979906229	1	1
189	0.9998992382	0.0933144903	0.9997984968	0.9979906229	1	1
190	0.9998992382	0.09234019568	0.9997984968	0.9979906229	1	1
191	0.9998992382	0.09233377613	0.9997984968	0.9979906229	1	1
192	0.9998992382	0.09231579353	0.9997984968	0.9979906229	1	1
193	0.9999328232	0.09154066477	0.9998656555	0.9986595174	1	1
194	0.9999328232	0.09152606317	0.9998656555	0.9986595174	1	1
195	0.9999328232	0.09050464619	0.9998656555	0.9986595174	1	1
196	0.9999328232	0.0898493549	0.9998656555	0.9986595174	1	1
197	0.9999328232	0.08918197984	0.9998656555	0.9986595174	1	1
198	0.9999328232	0.08807786921	0.9998656555	0.9986595174	1	1
199	0.9999328232	0.08807356304	0.9998656555	0.9986595174	1	1
200	0.9999328232	0.08765547553	0.9998656555	0.9986595174	1	1
201	0.9999328232	0.08685349719	0.9998656555	0.9986595174	1	1
202	0.9999328232	0.08619219371	0.9998656555	0.9986595174	1	1
203	0.9999328232	0.08616145057	0.9998656555	0.9986595174	1	1
204	0.9999328232	0.08615966472	0.9998656555	0.9986595174	1	1
205	0.9999664105	0.08527515593	0.9999328232	0.9993293092	1	1
206	0.9999664105	0.08516880409	0.9999328232	0.9993293092	1	1
207	0.9999664105	0.08516313701	0.9999328232	0.9993293092	1	1
208	0.9999664105	0.08448435301	0.9999328232	0.9993293092	1	1
209	0.9999664105	0.08447975812	0.9999328232	0.9993293092	1	1
210	0.9999664105	0.08417263756	0.9999328232	0.9993293092	1	1
211	0.9999664105	0.08308208239	0.9999328232	0.9993293092	1	1
212	0.9999664105	0.08306311399	0.9999328232	0.9993293092	1	1
213	0.9999664105	0.0830624723	0.9999328232	0.9993293092	1	1
214	0.9999664105	0.081669644	0.9999328232	0.9993293092	1	1
215	0.9999664105	0.08120598821	0.9999328232	0.9993293092	1	1
216	0.9999664105	0.08118633509	0.9999328232	0.9993293092	1	1
217	0.9999664105	0.08081567887	0.9999328232	0.9993293092	1	1
218	0.9999664105	0.08014877956	0.9999328232	0.9993293092	1	1
219	0.9999664105	0.08014602519	0.9999328232	0.9993293092	1	1
220	0.9999664105	0.07922660555	0.9999328232	0.9993293092	1	1
221	0.9999664105	0.07922515672	0.9999328232	0.9993293092	1	1
222	0.9999664105	0.07823848222	0.9999328232	0.9993293092	1	1
223	0.9999664105	0.077824142	0.9999328232	0.9993293092	1	1
224	0.9999664105	0.07782254688	0.9999328232	0.9993293092	1	1
225	0.9999664105	0.07744993976	0.9999328232	0.9993293092	1	1
226	0.9999664105	0.07744530473	0.9999328232	0.9993293092	1	1
227	0.9999664105	0.07655070395	0.9999328232	0.9993293092	1	1
228	0.9999664105	0.07578999539	0.9999328232	0.9993293092	1	1
229	0.9999664105	0.07481767625	0.9999328232	0.9993293092	1	1
230	0.9999664105	0.07417627929	0.9999328232	0.9993293092	1	1
231	0.9999664105	0.0739517104	0.9999328232	0.9993293092	1	1
232	0.9999664105	0.07297970463	0.9999328232	0.9993293092	1	1
233	0.9999664105	0.07279618575	0.9999328232	0.9993293092	1	1
234	0.9999664105	0.07212100497	0.9999328232	0.9993293092	1	1
235	0.9999664105	0.0714297411	0.9999328232	0.9993293092	1	1
236	0.9999664105	0.07108185805	0.9999328232	0.9993293092	1	1
237	0.9999664105	0.07108085919	0.9999328232	0.9993293092	1	1
238	0.9999664105	0.07015086466	0.9999328232	0.9993293092	1	1
239	0.9999664105	0.06938046067	0.9999328232	0.9993293092	1	1
240	0.9999664105	0.06877067327	0.9999328232	0.9993293092	1	1
241	0.9999664105	0.0683239432	0.9999328232	0.9993293092	1	1
242	0.9999664105	0.06808833273	0.9999328232	0.9993293092	1	1
243	0.9999664105	0.0674313425	0.9999328232	0.9993293092	1	1
244	0.9999664105	0.06733400109	0.9999328232	0.9993293092	1	1
245	0.9999664105	0.06733290764	0.9999328232	0.9993293092	1	1
246	0.9999664105	0.06713052723	0.9999328232	0.9993293092	1	1
247	0.9999664105	0.06700420669	0.9999328232	0.9993293092	1	1
248	0.9999664105	0.06662999278	0.9999328232	0.9993293092	1	1
249	0.9999664105	0.06579393213	0.9999328232	0.9993293092	1	1
250	0.9999664105	0.0654790436	0.9999328232	0.9993293092	1	1
251	0.9999664105	0.06469366476	0.9999328232	0.9993293092	1	1
252	0.9999664105	0.06448412662	0.9999328232	0.9993293092	1	1
253	0.9999664105	0.06445501259	0.9999328232	0.9993293092	1	1
254	1	0.06407366621	1	1	1	1
255	1	0.06365034072	1	1	1	1
256	1	0.06325446964	1	1	1	1
257	1	0.06325335977	1	1	1	1
258	1	0.06296766798	1	1	1	1
259	0.9999664105	0.06222737354	0.9999328232	0.9993293092	1	1
260	0.9999664105	0.06222678071	0.9999328232	0.9993293092	1	1
261	1	0.06160820502	1	1	1	1
262	1	0.06095255887	1	1	1	1
263	1	0.06086758247	1	1	1	1
264	1	0.06033044864	1	1	1	1
265	1	0.05966473062	1	1	1	1
266	1	0.05912074756	1	1	1	1
267	1	0.05911971437	1	1	1	1
268	1	0.05911874224	1	1	1	1
269	1	0.05898138239	1	1	1	1
270	1	0.0588186185	1	1	1	1
271	1	0.05855271478	1	1	1	1
272	1	0.05799082604	1	1	1	1
273	1	0.05781948721	1	1	1	1
274	1	0.05768677345	1	1	1	1
275	1	0.05712741076	1	1	1	1
276	1	0.05700109094	1	1	1	1
277	1	0.05657191095	1	1	1	1
278	1	0.05652046317	1	1	1	1
279	1	0.0560801843	1	1	1	1
280	1	0.05541260007	1	1	1	1
281	1	0.05541156714	1	1	1	1
282	1	0.05523895003	1	1	1	1
283	1	0.05466225857	1	1	1	1
284	1	0.05426424028	1	1	1	1
285	1	0.05402484455	1	1	1	1
286	1	0.05384251591	1	1	1	1
287	1	0.05336211919	1	1	1	1
288	1	0.0533598175	1	1	1	1
289	1	0.05275568902	1	1	1	1
290	1	0.05221384535	1	1	1	1
291	1	0.05194148634	1	1	1	1
292	1	0.05162338744	1	1	1	1
293	1	0.05109024617	1	1	1	1
294	1	0.05075648125	1	1	1	1
295	1	0.05068754327	1	1	1	1
296	1	0.05005815125	1	1	1	1
297	1	0.05005678173	1	1	1	1
298	1	0.04987626188	1	1	1	1
299	1	0.04940234808	1	1	1	1
300	1	0.04896588037	1	1	1	1
301	1	0.04896451068	1	1	1	1
302	1	0.04851970128	1	1	1	1
303	1	0.04820306961	1	1	1	1
304	1	0.04771858035	1	1	1	1
305	1	0.04771361485	1	1	1	1
306	1	0.04721171224	1	1	1	1
307	1	0.0468777427	1	1	1	1
308	1	0.04641261707	1	1	1	1
309	1	0.04618222828	1	1	1	1
310	1	0.04585468425	1	1	1	1
311	1	0.0456521763	1	1	1	1
312	1	0.04527639822	1	1	1	1
313	1	0.04489066526	1	1	1	1
314	1	0.04460610238	1	1	1	1
315	1	0.04411983642	1	1	1	1
316	1	0.04391362466	1	1	1	1
317	1	0.04366420694	1	1	1	1
318	1	0.04346750448	1	1	1	1
319	1	0.04329060045	1	1	1	1
320	1	0.04298617295	1	1	1	1
321	1	0.0429845712	1	1	1	1
322	1	0.04272251137	1	1	1	1
323	1	0.04235807186	1	1	1	1
324	1	0.04197208319	1	1	1	1
325	1	0.04170396294	1	1	1	1
326	1	0.04129968906	1	1	1	1
327	1	0.04129640666	1	1	1	1
328	1	0.04106668334	1	1	1	1
329	1	0.04081996718	1	1	1	1
330	1	0.0402774979	1	1	1	1
331	1	0.03988909153	1	1	1	1
332	1	0.03952792796	1	1	1	1
333	1	0.03927918498	1	1	1	1
334	1	0.03909633336	1	1	1	1
335	1	0.03878210363	1	1	1	1
336	1	0.03844144211	1	1	1	1
337	1	0.03823038115	1	1	1	1
338	1	0.03809170068	1	1	1	1
339	1	0.03788385127	1	1	1	1
340	1	0.03762093099	1	1	1	1
341	1	0.037314955	1	1	1	1
342	1	0.03697606177	1	1	1	1
343	1	0.03668360282	1	1	1	1
344	1	0.03645367925	1	1	1	1
345	1	0.03614158295	1	1	1	1
346	1	0.0361337062	1	1	1	1
347	1	0.03583167296	1	1	1	1
348	1	0.03541526021	1	1	1	1
349	1	0.03509139573	1	1	1	1
350	1	0.03508930479	1	1	1	1
351	1	0.0347438704	1	1	1	1
352	1	0.03446732951	1	1	1	1
353	1	0.03413301797	1	1	1	1
354	1	0.03383188921	1	1	1	1
355	1	0.03363777345	1	1	1	1
356	1	0.03333983297	1	1	1	1
357	1	0.03306211564	1	1	1	1
358	1	0.03283606002	1	1	1	1
359	1	0.03257071227	1	1	1	1
360	1	0.03235299814	1	1	1	1
361	1	0.03208240283	1	1	1	1
362	1	0.03189448504	1	1	1	1
363	1	0.03165507553	1	1	1	1
364	1	0.03152829181	1	1	1	1
365	1	0.0313194292	1	1	1	1
366	1	0.03109474979	1	1	1	1
367	1	0.03087861123	1	1	1	1
368	1	0.03071864353	1	1	1	1
369	1	0.03048612865	1	1	1	1
370	1	0.03027238321	1	1	1	1
371	1	0.03000051913	1	1	1	1
372	1	0.02982239586	1	1	1	1
373	1	0.0295459745	1	1	1	1
374	1	0.02932799453	1	1	1	1
375	1	0.0291972308	1	1	1	1
376	1	0.02899856057	1	1	1	1
377	1	0.02875547008	1	1	1	1
378	1	0.02866027187	1	1	1	1
379	1	0.02838818557	1	1	1	1
380	1	0.02816773429	1	1	1	1
381	1	0.02800030824	1	1	1	1
382	1	0.0278058363	1	1	1	1
383	1	0.02765783802	1	1	1	1
384	1	0.02748627741	1	1	1	1
385	1	0.0273188331	1	1	1	1
386	1	0.02711406293	1	1	1	1
387	1	0.02696485665	1	1	1	1
388	1	0.02679454411	1	1	1	1
389	1	0.02662819165	1	1	1	1
390	1	0.0264818052	1	1	1	1
391	1	0.02627164291	1	1	1	1
392	1	0.02610728134	1	1	1	1
393	1	0.02593486682	1	1	1	1
394	1	0.02569131285	1	1	1	1
395	1	0.02550651491	1	1	1	1
396	1	0.02534596037	1	1	1	1
397	1	0.02518008174	1	1	1	1
398	1	0.02505039246	1	1	1	1
399	1	0.02485456418	1	1	1	1
400	1	0.02472409575	1	1	1	1
401	1	0.02454251944	1	1	1	1
402	1	0.02444460887	1	1	1	1
403	1	0.02430142924	1	1	1	1
404	1	0.02412216148	1	1	1	1
405	1	0.02400398841	1	1	1	1
406	1	0.02383270959	1	1	1	1
407	1	0.02366455755	1	1	1	1
408	1	0.02349647639	1	1	1	1
409	1	0.02335496462	1	1	1	1
410	1	0.02319840789	1	1	1	1
411	1	0.02305544393	1	1	1	1
412	1	0.02290328736	1	1	1	1
413	1	0.02275423863	1	1	1	1
414	1	0.02260791102	1	1	1	1
415	1	0.02244674955	1	1	1	1
416	1	0.02233747303	1	1	1	1
417	1	0.02217974452	1	1	1	1
418	1	0.02204843659	1	1	1	1
419	1	0.02194119555	1	1	1	1
420	1	0.02180341701	1	1	1	1
421	1	0.02165710188	1	1	1	1
422	1	0.02155230099	1	1	1	1
423	1	0.02141502152	1	1	1	1
424	1	0.02129342071	1	1	1	1
425	1	0.02114853474	1	1	1	1
426	1	0.02104484553	1	1	1	1
427	1	0.02094416983	1	1	1	1
428	1	0.02084355525	1	1	1	1
429	1	0.02074324906	1	1	1	1
430	1	0.02063835483	1	1	1	1
431	1	0.02050823012	1	1	1	1
432	1	0.0203948318	1	1	1	1
433	1	0.02026598791	1	1	1	1
434	1	0.02014441675	1	1	1	1
435	1	0.020037889	1	1	1	1
436	1	0.01992066345	1	1	1	1
437	1	0.01980988747	1	1	1	1
438	1	0.01970777887	1	1	1	1
439	1	0.01962081956	1	1	1	1
440	1	0.01949586102	1	1	1	1
441	1	0.01939010603	1	1	1	1
442	1	0.01929369876	1	1	1	1
443	1	0.0192089029	1	1	1	1
444	1	0.01912596062	1	1	1	1
445	1	0.01903702758	1	1	1	1
446	1	0.01896468954	1	1	1	1
447	1	0.01885579797	1	1	1	1
448	1	0.01876747629	1	1	1	1
449	1	0.01868058473	1	1	1	1
450	1	0.01859201239	1	1	1	1
451	1	0.01852199003	1	1	1	1
452	1	0.01841453026	1	1	1	1
453	1	0.01832348641	1	1	1	1
454	1	0.01824162197	1	1	1	1
455	1	0.01813736912	1	1	1	1
456	1	0.01802922522	1	1	1	1
457	1	0.01794265022	1	1	1	1
458	1	0.01785860345	1	1	1	1
459	1	0.01777717387	1	1	1	1
460	1	0.01768825723	1	1	1	1
461	1	0.01761889401	1	1	1	1
462	1	0.01751567917	1	1	1	1
463	1	0.01744407243	1	1	1	1
464	1	0.01735335414	1	1	1	1
465	1	0.01725555177	1	1	1	1
466	1	0.01718244157	1	1	1	1
467	1	0.01711035351	1	1	1	1
468	1	0.0170429642	1	1	1	1
469	1	0.01696323824	1	1	1	1
470	1	0.0168807659	1	1	1	1
471	1	0.01680473398	1	1	1	1
472	1	0.01673618712	1	1	1	1
473	1	0.01665255404	1	1	1	1
474	1	0.01658556604	1	1	1	1
475	1	0.01652772368	1	1	1	1
476	1	0.01644994754	1	1	1	1
477	1	0.01637273822	1	1	1	1
478	1	0.01630249288	1	1	1	1
479	1	0.01621530292	1	1	1	1
480	1	0.0161417588	1	1	1	1
481	1	0.01607563511	1	1	1	1
482	1	0.01602243305	1	1	1	1
483	1	0.01596524061	1	1	1	1
484	1	0.01589673167	1	1	1	1
485	1	0.01583016365	1	1	1	1
486	1	0.01575009532	1	1	1	1
487	1	0.01568208148	1	1	1	1
488	1	0.01562140595	1	1	1	1
489	1	0.01556137051	1	1	1	1
490	1	0.01549417837	1	1	1	1
491	1	0.01543014894	1	1	1	1
492	1	0.0153798222	1	1	1	1
493	1	0.01533754872	1	1	1	1
494	1	0.01526632899	1	1	1	1
495	1	0.0152039742	1	1	1	1
496	1	0.01515507584	1	1	1	1
497	1	0.01510290165	1	1	1	1
498	1	0.01504214008	1	1	1	1
499	1	0.01497687474	1	1	1	1
500	1	0.01491354002	1	1	1	1
501	1	0.01485054639	1	1	1	1
502	1	0.01479643284	1	1	1	1
503	1	0.01472754346	1	1	1	1
504	1	0.01466794768	1	1	1	1
505	1	0.01461358584	1	1	1	1
506	1	0.01453419397	1	1	1	1
507	1	0.01448770916	1	1	1	1
508	1	0.01442160277	1	1	1	1
509	1	0.01436229798	1	1	1	1
510	1	0.01430378275	1	1	1	1
511	1	0.01423711551	1	1	1	1
512	1	0.01417895649	1	1	1	1
513	1	0.01413127582	1	1	1	1
